Year,Division,Position,Name
2012,Middleweights,1,Daniel Geale
2012,Middleweights,2,Felix Sturm
2012,Middleweights,3,Gennady Golovkin
2012,Middleweights,4,Julio Cesar Chavez Jr.
2012,Middleweights,5,Dmitry Pirog
2012,Middleweights,6,Matthew Macklin
2012,Middleweights,7,Peter Quillin
2012,Middleweights,8,Martin Murray
2012,Middleweights,9,Hassan N'Dam N'Jikam
2012,Middleweights,10,Grzegorz Proksa
2012,Junior Middleweights,1,Floyd Mayweather Jr.
2012,Junior Middleweights,2,Saul Alvarez
2012,Junior Middleweights,3,Austin Trout
2012,Junior Middleweights,4,Miguel Cotto
2012,Junior Middleweights,5,Erislandy Lara
2012,Junior Middleweights,6,Vanes Martirosyan
2012,Junior Middleweights,7,Carlos Molina
2012,Junior Middleweights,8,James Kirkland
2012,Junior Middleweights,9,Cornelius Bundrage
2012,Junior Middleweights,10,Zaurbek Baysangurov
2012,Welterweights,1,Floyd Mayweather Jr.
2012,Welterweights,2,Juan Manuel Marquez
2012,Welterweights,3,Robert Guerrero
2012,Welterweights,4,Manny Pacquiao
2012,Welterweights,5,Kell Brook
2012,Welterweights,6,Paul Malignaggi
2012,Welterweights,7,Jan Zaveck
2012,Welterweights,8,Timothy Bradley
2012,Welterweights,9,Victor Ortiz
2012,Welterweights,10,Devon Alexander
2012,Junior Welterweights,1,Lucas Matthysse
2012,Junior Welterweights,2,Amir Khan
2012,Junior Welterweights,3,Zab Judah
2012,Junior Welterweights,4,Juan Manuel Marquez
2012,Junior Welterweights,5,Brandon Rios
2012,Junior Welterweights,6,Khabib Allakhverdiev
2012,Junior Welterweights,7,Mike Alvarado
2012,Junior Welterweights,8,Denis Shafikov
2012,Junior Welterweights,9,Cesar Cuenca
2012,Junior Welterweights,10,Ruslan Provodnikov
2012,Lightweights,1,Adrien Broner
2012,Lightweights,2,Miguel Vazquez
2012,Lightweights,3,Antonio DeMarco
2012,Lightweights,4,Ricky Burns
2012,Lightweights,5,Richard Abril
2012,Lightweights,6,Gavin Rees
2012,Lightweights,7,Sharif Bogere
2012,Lightweights,8,Kevin Mitchell
2012,Lightweights,9,Raymundo Beltran
2012,Lightweights,10,Daniel Estrada
2012,Junior Lightweights,1,Takashi Uchiyama
2012,Junior Lightweights,2,Juan Carlos Salgado
2012,Junior Lightweights,3,Roman Martinez
2012,Junior Lightweights,4,Yuriorkis Gamboa
2012,Junior Lightweights,5,Diego Magdaleno
2012,Junior Lightweights,6,Argenis Mendez
2012,Junior Lightweights,7,Juan Carlos Burgos
2012,Junior Lightweights,8,Gamaliel Diaz
2012,Junior Lightweights,9,Takahiro Ao
2012,Junior Lightweights,10,Bryan Vasquez
2012,Featherweights,1,Orlando Salido
2012,Featherweights,2,Chris John
2012,Featherweights,3,Miguel Angel Garcia
2012,Featherweights,4,Daniel Ponce de Len
2012,Featherweights,5,Billy Dib
2012,Featherweights,6,Jhonny Gonzalez
2012,Featherweights,7,Juan Manuel Lopez
2012,Featherweights,8,Celestino Caballero
2012,Featherweights,9,Daud Cino Yordan
2012,Featherweights,10,Nicholas Walters
2012,Junior Featherweights,1,Guillermo Rigondeaux
2012,Junior Featherweights,2,Abner Mares
2012,Junior Featherweights,3,Jeffrey Mathebula
2012,Junior Featherweights,4,Rico Ramos
2012,Junior Featherweights,5,Alexander Bakhtin
2012,Junior Featherweights,6,Carl Frampton
2012,Junior Featherweights,7,Tomoki Kameda
2012,Junior Featherweights,8,Vic Darchinyan
2012,Junior Featherweights,9,Scott Quigg
2012,Junior Featherweights,10,Hozumi Hasegawa
2012,Bantamweights,1,Anselmo Moreno
2012,Bantamweights,2,Shinsuke Yamanaka
2012,Bantamweights,3,Leo Santa Cruz
2012,Bantamweights,4,Koki Kameda
2012,Bantamweights,5,Malcolm Tunacao
2012,Bantamweights,6,Hugo Ruiz
2012,Bantamweights,7,Pungluang Sor Singyu
2012,Bantamweights,8,Julio Ceja
2012,Bantamweights,9,Ryosuke Iwasa
2012,Bantamweights,10,Jamie McDonnell
2012,Junior Bantamweights,1,Omar Andres Narvaez
2012,Junior Bantamweights,2,Yota Sato
2012,Junior Bantamweights,3,Suriyan Sor Rungvisai
2012,Junior Bantamweights,4,Juan Carlos Sanchez Jr.
2012,Junior Bantamweights,5,Carlos Cuadras
2012,Junior Bantamweights,6,Kohei Kono
2012,Junior Bantamweights,7,Tepparith Kokietgym
2012,Junior Bantamweights,8,Ryo Akaho
2012,Junior Bantamweights,9,Rodel Mayol
2012,Junior Bantamweights,10,Oleydong Sithsamerchai
2012,Flyweights,1,Brian Viloria
2012,Flyweights,2,Hernan Marquez
2012,Flyweights,3,Moruti Mthalane
2012,Flyweights,4,Sonny Boy Jaro
2012,Flyweights,5,Milan Melindo
2012,Flyweights,6,Rocky Fuentes
2012,Flyweights,7,Juan Carlos Reveco
2012,Flyweights,8,Edgar Sosa
2012,Flyweights,9,Luis Concepcion
2012,Flyweights,10,Froilan Saludar
2012,Junior Flyweights,1,Roman Gonzalez
2012,Junior Flyweights,2,Donnie Nietes
2012,Junior Flyweights,3,Adrian Hernandez
2012,Junior Flyweights,4,Ulises Solis
2012,Junior Flyweights,5,Kazuto Ioka
2012,Junior Flyweights,6,Masayuki Kuroda
2012,Junior Flyweights,7,Kompayak Porpramook
2012,Junior Flyweights,8,John Riel Casimero
2012,Junior Flyweights,9,Ryoichi Taguchi
2012,Junior Flyweights,10,Alberto Rossel
2012,Strawweight,1,Moises Fuentes
2012,Strawweight,2,Raul Garcia
2012,Strawweight,3,Denver Cuello
2012,Strawweight,4,Wanheng Menayothin
2012,Strawweight,5,Mario Rodriguez
2012,Strawweight,6,Nkosinathi Joyi
2012,Strawweight,7,Akira Yaegashi
2012,Strawweight,8,Ryo Miyazaki
2012,Strawweight,9,Hekkie Budler
2012,Strawweight,10,Carlos Buitrago
2013,Pound For Pound,1,Floyd Mayweather Jr.
2013,Pound For Pound,2,Andre Ward
2013,Pound For Pound,3,Timothy Bradley
2013,Pound For Pound,4,Wladimir Klitschko
2013,Pound For Pound,5,Sergio Gabriel Martinez
2013,Pound For Pound,6,Juan Manuel Marquez
2013,Pound For Pound,7,Manny Pacquiao
2013,Pound For Pound,8,Guillermo Rigondeaux
2013,Pound For Pound,9,Saul Alvarez
2013,Pound For Pound,10,Carl Froch
2013,Heavyweights,1,Kubrat Pulev
2013,Heavyweights,2,Alexander Povetkin
2013,Heavyweights,3,Tomasz Adamek
2013,Heavyweights,4,Bermane Stiverne
2013,Heavyweights,5,Tyson Fury
2013,Heavyweights,6,Robert Helenius
2013,Heavyweights,7,Chris Arreola
2013,Heavyweights,8,Odlanier Solis
2013,Heavyweights,9,Ruslan Chagaev
2013,Heavyweights,10,Deontay Wilder
2013,Cruiserweight,1,Marco Huck
2013,Cruiserweight,2,Krzysztof Wodarczyk
2013,Cruiserweight,3,Denis Lebedev
2013,Cruiserweight,4,Ola Afolabi
2013,Cruiserweight,5,Grigory Drozd
2013,Cruiserweight,6,Ilunga Makabu
2013,Cruiserweight,7,Firat Arslan
2013,Cruiserweight,8,Dmytro Kucher
2013,Cruiserweight,9,Mateusz Masternak
2013,Cruiserweight,10,Thabiso Mchunu
2013,Light Heavyweights,1,Bernard Hopkins
2013,Light Heavyweights,2,Sergey Kovalev
2013,Light Heavyweights,3,Nathan Cleverly
2013,Light Heavyweights,4,Chad Dawson
2013,Light Heavyweights,5,Tavoris Cloud
2013,Light Heavyweights,6,Beibut Shumenov
2013,Light Heavyweights,7,Tony Bellew
2013,Light Heavyweights,8,Juergen Braehmer
2013,Light Heavyweights,9,Isaac Chilemba
2013,Light Heavyweights,10,Jean Pascal
2013,Super Middleweights,1,Carl Froch
2013,Super Middleweights,2,Mikkel Kessler
2013,Super Middleweights,3,Lucian Bute
2013,Super Middleweights,4,Robert Stieglitz
2013,Super Middleweights,5,George Groves
2013,Super Middleweights,6,Arthur Abraham
2013,Super Middleweights,7,Thomas Oosthuizen
2013,Super Middleweights,8,Sakio Bika
2013,Super Middleweights,9,James DeGale
2013,Super Middleweights,10,Andre Dirrell
2013,Middleweights,1,Gennady Golovkin
2013,Middleweights,2,Felix Sturm
2013,Middleweights,3,Daniel Geale
2013,Middleweights,4,Peter Quillin
2013,Middleweights,5,Darren Barker
2013,Middleweights,6,Matthew Macklin
2013,Middleweights,7,Martin Murray
2013,Middleweights,8,Marco Antonio Rubio
2013,Middleweights,9,Max Bursak
2013,Middleweights,10,Curtis Stevens
2013,Junior Middleweights,1,Saul Alvarez
2013,Junior Middleweights,2,Erislandy Lara
2013,Junior Middleweights,3,Miguel Cotto
2013,Junior Middleweights,4,Carlos Molina
2013,Junior Middleweights,5,Austin Trout
2013,Junior Middleweights,6,Demetrius Andrade
2013,Junior Middleweights,7,Vanes Martirosyan
2013,Junior Middleweights,8,Willie Nelson
2013,Junior Middleweights,9,Ishe Smith
2013,Junior Middleweights,10,Jermell Charlo
2013,Welterweights,1,Timothy Bradley
2013,Welterweights,2,Juan Manuel Marquez
2013,Welterweights,3,Manny Pacquiao
2013,Welterweights,4,Kell Brook
2013,Welterweights,5,Robert Guerrero
2013,Welterweights,6,Shawn Porter
2013,Welterweights,7,Keith Thurman
2013,Welterweights,8,Paul Malignaggi
2013,Welterweights,9,Marcos Rene Maidana
2013,Welterweights,10,Adrien Broner
2013,Junior Welterweights,1,Lucas Matthysse
2013,Junior Welterweights,2,Ruslan Provodnikov
2013,Junior Welterweights,3,Amir Khan
2013,Junior Welterweights,4,Mike Alvarado
2013,Junior Welterweights,5,Lamont Peterson
2013,Junior Welterweights,6,Zab Judah
2013,Junior Welterweights,7,Khabib Allakhverdiev
2013,Junior Welterweights,8,Dierry Jean
2013,Junior Welterweights,9,Viktor Postol
2013,Junior Welterweights,10,Selcuk Aydin
2013,Lightweights,1,Adrien Broner
2013,Lightweights,2,Miguel Vazquez
2013,Lightweights,3,Richard Abril
2013,Lightweights,4,Ricky Burns
2013,Lightweights,5,Raymundo Beltran
2013,Lightweights,6,Antonio DeMarco
2013,Lightweights,7,Sharif Bogere
2013,Lightweights,8,Kevin Mitchell
2013,Lightweights,9,Daniel Estrada
2013,Lightweights,10,Terence Crawford
2013,Junior Lightweights,1,Takashi Uchiyama
2013,Junior Lightweights,2,Miguel Angel Garcia
2013,Junior Lightweights,3,Takashi Miura
2013,Junior Lightweights,4,Argenis Mendez
2013,Junior Lightweights,5,Juan Carlos Burgos
2013,Junior Lightweights,6,Roman Martinez
2013,Junior Lightweights,7,Diego Magdaleno
2013,Junior Lightweights,8,Takahiro Ao
2013,Junior Lightweights,9,Will Tomlinson
2013,Junior Lightweights,10,Sergio Thompson
2013,Featherweights,1,Jhonny Gonzalez
2013,Featherweights,2,Orlando Salido
2013,Featherweights,3,Abner Mares
2013,Featherweights,4,Evgeny Gradovich
2013,Featherweights,5,Simpiwe Vetyeka
2013,Featherweights,6,Daniel Ponce de Len
2013,Featherweights,7,Nicholas Walters
2013,Featherweights,8,Billy Dib
2013,Featherweights,9,Javier Fortuna
2013,Featherweights,10,Nonito Donaire
2013,Junior Featherweights,1,Carl Frampton
2013,Junior Featherweights,2,Leo Santa Cruz
2013,Junior Featherweights,3,Kiko Martinez
2013,Junior Featherweights,4,Vic Darchinyan
2013,Junior Featherweights,5,Victor Terrazas
2013,Junior Featherweights,6,Scott Quigg
2013,Junior Featherweights,7,Cristian Mijares
2013,Junior Featherweights,8,Jeffrey Mathebula
2013,Junior Featherweights,9,Jhonatan Romero
2013,Junior Featherweights,10,Fernando Montiel
2013,Bantamweights,1,Anselmo Moreno
2013,Bantamweights,2,Shinsuke Yamanaka
2013,Bantamweights,3,Koki Kameda
2013,Bantamweights,4,Malcolm Tunacao
2013,Bantamweights,5,Hugo Ruiz
2013,Bantamweights,6,Joseph Agbeko
2013,Bantamweights,7,Jamie McDonnell
2013,Bantamweights,8,Tomoki Kameda
2013,Bantamweights,9,Julio Ceja
2013,Bantamweights,10,Paulus Ambunda
2013,Junior Bantamweights,1,Omar Andres Narvaez
2013,Junior Bantamweights,2,Carlos Cuadras
2013,Junior Bantamweights,3,Srisaket Sor Rungvisai
2013,Junior Bantamweights,4,Tepparith Kokietgym
2013,Junior Bantamweights,5,Zolani Tete
2013,Junior Bantamweights,6,Juan Carlos Sanchez Jr.
2013,Junior Bantamweights,7,Arthur Villanueva
2013,Junior Bantamweights,8,Oleydong Sithsamerchai
2013,Junior Bantamweights,9,Felipe Orucuta
2013,Junior Bantamweights,10,Daiki Kameda
2013,Flyweights,1,Roman Gonzalez
2013,Flyweights,2,Juan Francisco Estrada
2013,Flyweights,3,Brian Viloria
2013,Flyweights,4,Edgar Sosa
2013,Flyweights,5,Juan Carlos Reveco
2013,Flyweights,6,Toshiyuki Igarashi
2013,Flyweights,7,Giovani Segura
2013,Flyweights,8,Hernan Marquez
2013,Flyweights,9,Milan Melindo
2013,Flyweights,10,Rocky Fuentes
2013,Junior Flyweights,1,Donnie Nietes
2013,Junior Flyweights,2,Kazuto Ioka
2013,Junior Flyweights,3,Moises Fuentes
2013,Junior Flyweights,4,Adrian Hernandez
2013,Junior Flyweights,5,John Riel Casimero
2013,Junior Flyweights,6,Pedro Guevara
2013,Junior Flyweights,7,Felix Alvarado
2013,Junior Flyweights,8,Alberto Rossel
2013,Junior Flyweights,9,Naoya Inoue
2013,Junior Flyweights,10,Nkosinathi Joyi
2013,Strawweight,1,Wanheng Menayothin
2013,Strawweight,2,Hekkie Budler
2013,Strawweight,3,Xiong Zhao Zhong
2013,Strawweight,4,Denver Cuello
2013,Strawweight,5,Katsunari Takayama
2013,Strawweight,6,Carlos Buitrago
2013,Strawweight,7,Merlito Sabillo
2013,Strawweight,8,Jesus Silvestre
2013,Strawweight,9,Ryuji Hara
2013,Strawweight,10,Carlos Velarde
2014,Heavyweights,1,Alexander Povetkin
2014,Heavyweights,2,Bermane Stiverne
2014,Heavyweights,3,Tyson Fury
2014,Heavyweights,4,Kubrat Pulev
2014,Heavyweights,5,Bryant Jennings
2014,Heavyweights,6,Deontay Wilder
2014,Heavyweights,7,Vyacheslav Glazkov
2014,Heavyweights,8,Mike Perez
2014,Heavyweights,9,Chris Arreola
2014,Heavyweights,10,Ruslan Chagaev
2014,Cruiserweight,1,Marco Huck
2014,Cruiserweight,2,Grigory Drozd
2014,Cruiserweight,3,Denis Lebedev
2014,Cruiserweight,4,Krzysztof Wodarczyk
2014,Cruiserweight,5,Ola Afolabi
2014,Cruiserweight,6,Firat Arslan
2014,Cruiserweight,7,Ilunga Makabu
2014,Cruiserweight,8,Thabiso Mchunu
2014,Cruiserweight,9,Youri Kalenga
2014,Cruiserweight,10,Rakhim Chakhkiev
2014,Light Heavyweights,1,Sergey Kovalev
2014,Light Heavyweights,2,Bernard Hopkins
2014,Light Heavyweights,3,Jean Pascal
2014,Light Heavyweights,4,Juergen Braehmer
2014,Light Heavyweights,5,Eleider Alvarez
2014,Light Heavyweights,6,Isaac Chilemba
2014,Light Heavyweights,7,Andrzej Fonfara
2014,Light Heavyweights,8,Nadjib Mohammedi
2014,Light Heavyweights,9,Gabriel Campillo
2014,Light Heavyweights,10,Artur Beterbiev
2014,Super Middleweights,1,Carl Froch
2014,Super Middleweights,2,Arthur Abraham
2014,Super Middleweights,3,George Groves
2014,Super Middleweights,4,James DeGale
2014,Super Middleweights,5,Robert Stieglitz
2014,Super Middleweights,6,Anthony Dirrell
2014,Super Middleweights,7,Gilberto Ramirez
2014,Super Middleweights,8,Andre Dirrell
2014,Super Middleweights,9,Julio Cesar Chavez Jr.
2014,Super Middleweights,10,Felix Sturm
2014,Middleweights,1,Gennady Golovkin
2014,Middleweights,2,Peter Quillin
2014,Middleweights,3,Sergio Gabriel Martinez
2014,Middleweights,4,Daniel Geale
2014,Middleweights,5,Hassan N'Dam N'Jikam
2014,Middleweights,6,Martin Murray
2014,Middleweights,7,Andy Lee
2014,Middleweights,8,Jermain Taylor
2014,Middleweights,9,Billy Joe Saunders
2014,Middleweights,10,Daniel Jacobs
2014,Junior Middleweights,1,Saul Alvarez
2014,Junior Middleweights,2,Erislandy Lara
2014,Junior Middleweights,3,Austin Trout
2014,Junior Middleweights,4,Demetrius Andrade
2014,Junior Middleweights,5,Vanes Martirosyan
2014,Junior Middleweights,6,Jermell Charlo
2014,Junior Middleweights,7,Jermall Charlo
2014,Junior Middleweights,8,Cornelius Bundrage
2014,Junior Middleweights,9,Carlos Molina
2014,Junior Middleweights,10,Julian Williams
2014,Welterweights,1,Manny Pacquiao
2014,Welterweights,2,Kell Brook
2014,Welterweights,3,Amir Khan
2014,Welterweights,4,Timothy Bradley
2014,Welterweights,5,Juan Manuel Marquez
2014,Welterweights,6,Shawn Porter
2014,Welterweights,7,Keith Thurman
2014,Welterweights,8,Robert Guerrero
2014,Welterweights,9,Marcos Rene Maidana
2014,Welterweights,10,Diego Gabriel Chaves
2014,Junior Welterweights,1,Lucas Matthysse
2014,Junior Welterweights,2,Lamont Peterson
2014,Junior Welterweights,3,Chris Algieri
2014,Junior Welterweights,4,Ruslan Provodnikov
2014,Junior Welterweights,5,Mike Alvarado
2014,Junior Welterweights,6,Adrien Broner
2014,Junior Welterweights,7,Jessie Vargas
2014,Junior Welterweights,8,Viktor Postol
2014,Junior Welterweights,9,Khabib Allakhverdiev
2014,Junior Welterweights,10,Thomas Dulorme
2014,Lightweights,1,Omar Figueroa
2014,Lightweights,2,Raymundo Beltran
2014,Lightweights,3,Richard Abril
2014,Lightweights,4,Mickey Bey
2014,Lightweights,5,Miguel Vazquez
2014,Lightweights,6,Juan Diaz
2014,Lightweights,7,Jorge Linares
2014,Lightweights,8,Daniel Estrada
2014,Lightweights,9,Sharif Bogere
2014,Lightweights,10,Dierry Jean
2014,Junior Lightweights,1,Takashi Uchiyama
2014,Junior Lightweights,2,Rances Barthelemy
2014,Junior Lightweights,3,Takashi Miura
2014,Junior Lightweights,4,Juan Carlos Burgos
2014,Junior Lightweights,5,Bryan Vasquez
2014,Junior Lightweights,6,Diego Magdaleno
2014,Junior Lightweights,7,Roman Martinez
2014,Junior Lightweights,8,Francisco Vargas
2014,Junior Lightweights,9,Orlando Salido
2014,Junior Lightweights,10,Javier Fortuna
2014,Featherweights,1,Jhonny Gonzalez
2014,Featherweights,2,Nicholas Walters
2014,Featherweights,3,Abner Mares
2014,Featherweights,4,Vasyl Lomachenko
2014,Featherweights,5,Evgeny Gradovich
2014,Featherweights,6,Nonito Donaire
2014,Featherweights,7,Simpiwe Vetyeka
2014,Featherweights,8,Lee Selby
2014,Featherweights,9,Jesus Cuellar
2014,Featherweights,10,Jayson Velez
2014,Junior Featherweights,1,Carl Frampton
2014,Junior Featherweights,2,Leo Santa Cruz
2014,Junior Featherweights,3,Scott Quigg
2014,Junior Featherweights,4,Genesis Servania
2014,Junior Featherweights,5,Chris Avalos
2014,Junior Featherweights,6,Kid Galahad
2014,Junior Featherweights,7,Andres Gutierrez
2014,Junior Featherweights,8,Shingo Wake
2014,Junior Featherweights,9,Rey Vargas
2014,Junior Featherweights,10,Albert Pagara
2014,Bantamweights,1,Shinsuke Yamanaka
2014,Bantamweights,2,Anselmo Moreno
2014,Bantamweights,3,Juan Carlos Payano
2014,Bantamweights,4,Koki Kameda
2014,Bantamweights,5,Malcolm Tunacao
2014,Bantamweights,6,Hugo Ruiz
2014,Bantamweights,7,Tomoki Kameda
2014,Bantamweights,8,Jamie McDonnell
2014,Bantamweights,9,Randy Caballero
2014,Bantamweights,10,Kiko Martinez
2014,Junior Bantamweights,1,Naoya Inoue
2014,Junior Bantamweights,2,Carlos Cuadras
2014,Junior Bantamweights,3,Srisaket Sor Rungvisai
2014,Junior Bantamweights,4,Omar Andres Narvaez
2014,Junior Bantamweights,5,Zolani Tete
2014,Junior Bantamweights,6,Arthur Villanueva
2014,Junior Bantamweights,7,Oleydong Sithsamerchai
2014,Junior Bantamweights,8,Felipe Orucuta
2014,Junior Bantamweights,9,McJoe Arroyo
2014,Junior Bantamweights,10,Kohei Kono
2014,Flyweights,1,Juan Francisco Estrada
2014,Flyweights,2,Brian Viloria
2014,Flyweights,3,Edgar Sosa
2014,Flyweights,4,Juan Carlos Reveco
2014,Flyweights,5,Amnat Ruenroeng
2014,Flyweights,6,Moruti Mthalane
2014,Flyweights,7,Giovani Segura
2014,Flyweights,8,McWilliams Arroyo
2014,Flyweights,9,Kazuto Ioka
2014,Flyweights,10,John Riel Casimero
2014,Junior Flyweights,1,Pedro Guevara
2014,Junior Flyweights,2,Moises Fuentes
2014,Junior Flyweights,3,Adrian Hernandez
2014,Junior Flyweights,4,Akira Yaegashi
2014,Junior Flyweights,5,Felix Alvarado
2014,Junior Flyweights,6,Milan Melindo
2014,Junior Flyweights,7,Ryoichi Taguchi
2014,Junior Flyweights,8,Randy Petalcorin
2014,Junior Flyweights,9,Raul Garcia
2014,Junior Flyweights,10,Alberto Rossel
2014,Strawweight,1,Hekkie Budler
2014,Strawweight,2,Katsunari Takayama
2014,Strawweight,3,Kosei Tanaka
2014,Strawweight,4,Wanheng Menayothin
2014,Strawweight,5,Niyomtrong Freshmart
2014,Strawweight,6,Carlos Buitrago
2014,Strawweight,7,Oswaldo Novoa
2014,Strawweight,8,Ryuji Hara
2014,Strawweight,9,Xiong Zhao Zhong
2014,Strawweight,10,Denver Cuello
2015,Heavyweights,1,Wladimir Klitschko
2015,Heavyweights,2,Alexander Povetkin
2015,Heavyweights,3,Deontay Wilder
2015,Heavyweights,4,Kubrat Pulev
2015,Heavyweights,5,Luis Ortiz
2015,Heavyweights,6,Bermane Stiverne
2015,Heavyweights,7,Vyacheslav Glazkov
2015,Heavyweights,8,Bryant Jennings
2015,Heavyweights,9,Ruslan Chagaev
2015,Heavyweights,10,Anthony Joshua
2015,Cruiserweight,1,Grigory Drozd
2015,Cruiserweight,2,Denis Lebedev
2015,Cruiserweight,3,Krzysztof Glowacki
2015,Cruiserweight,4,Marco Huck
2015,Cruiserweight,5,Ilunga Makabu
2015,Cruiserweight,6,Firat Arslan
2015,Cruiserweight,7,Youri Kalenga
2015,Cruiserweight,8,Oleksandr Usyk
2015,Cruiserweight,9,Victor Emilio Ramirez
2015,Cruiserweight,10,Ola Afolabi
2015,Light Heavyweights,1,Sergey Kovalev
2015,Light Heavyweights,2,Adonis Stevenson
2015,Light Heavyweights,3,Bernard Hopkins
2015,Light Heavyweights,4,Jean Pascal
2015,Light Heavyweights,5,Eleider Alvarez
2015,Light Heavyweights,6,Juergen Braehmer
2015,Light Heavyweights,7,Isaac Chilemba
2015,Light Heavyweights,8,Andrzej Fonfara
2015,Light Heavyweights,9,Artur Beterbiev
2015,Light Heavyweights,10,Vyacheslav Shabranskyy
2015,Super Middleweights,1,Arthur Abraham
2015,Super Middleweights,2,James DeGale
2015,Super Middleweights,3,Badou Jack
2015,Super Middleweights,4,Gilberto Ramirez
2015,Super Middleweights,5,Andre Dirrell
2015,Super Middleweights,6,George Groves
2015,Super Middleweights,7,Anthony Dirrell
2015,Super Middleweights,8,Fedor Chudinov
2015,Super Middleweights,9,Callum Smith
2015,Super Middleweights,10,Robert Stieglitz
2015,Middleweights,1,Gennady Golovkin
2015,Middleweights,2,Daniel Jacobs
2015,Middleweights,3,Billy Joe Saunders
2015,Middleweights,4,David Lemieux
2015,Middleweights,5,Andy Lee
2015,Middleweights,6,Peter Quillin
2015,Middleweights,7,Hassan N'Dam N'Jikam
2015,Middleweights,8,Chris Eubank Jr
2015,Middleweights,9,Daniel Geale
2015,Middleweights,10,Michel Soro
2015,Junior Middleweights,1,Erislandy Lara
2015,Junior Middleweights,2,Austin Trout
