Year,Division,Position,Name
1935,Welterweights,5,Kid Azteca
1935,Welterweights,6,Cleto Locatelli
1935,Welterweights,7,Harry Dublinsky
1935,Welterweights,8,Jack Portney
1935,Welterweights,9,Eddie (Kid) Wolfe
1935,Welterweights,10,Jimmy Leto
1935,Lightweights,1,Lou Ambers
1935,Lightweights,2,Wesley Ramey
1935,Lightweights,3,Frankie Klick
1935,Lightweights,4,Leo Rodak
1935,Lightweights,5,Pedro Montanez
1935,Lightweights,6,Al Roth
1935,Lightweights,7,Joey Ferrando
1935,Lightweights,8,Joe Ghnouly
1935,Lightweights,9,Rafael (Indian) Hurtado
1935,Lightweights,10,Lew Feldman
1935,Featherweights,1,Maurice Holtzer
1935,Featherweights,2,Henry Armstrong
1935,Featherweights,3,Baby Arizmendi
1935,Featherweights,4,Midget Wolgast
1935,Featherweights,5,Mike Belloise
1935,Featherweights,6,Rodolfo (Baby) Casanova
1935,Featherweights,7,Petey Hayes
1935,Featherweights,8,Petey Sarron
1935,Featherweights,9,Vernon Cormier
1935,Featherweights,10,Moon Mullins
1935,Bantamweights,1,Sixto Escobar
1935,Bantamweights,2,Lou Salica
1935,Bantamweights,3,Pablo Dano
1935,Bantamweights,4,Johnny King
1935,Bantamweights,5,Little Pancho
1935,Bantamweights,6,Frankie Castillo
1935,Bantamweights,7,Joey Archibald
1935,Bantamweights,8,Henry Hook
1935,Bantamweights,9,Bobby (Pancho) Leyvas
1935,Bantamweights,10,Frankie Martin
1935,Flyweights,1,Benny Lynch
1935,Flyweights,2,Small Montana
1935,Flyweights,3,Jackie Brown
1935,Flyweights,4,Joe Mendiola
1935,Flyweights,5,Valentin Angelmann
1935,Flyweights,6,Tuffy Pierpont
1935,Flyweights,7,Jim Campbell
1935,Flyweights,8,Syd Parker
1935,Flyweights,9,Jimmy Warnock
1935,Flyweights,10,Rafael Valdez
1936,Heavyweights,1,Max Schmeling
1936,Heavyweights,2,Joe Louis
1936,Heavyweights,3,Gunnar Barlund
1936,Heavyweights,4,Jack Trammell
1936,Heavyweights,5,Maxie Rosenbloom
1936,Heavyweights,6,Ray Impellittiere
1936,Heavyweights,7,Leroy Haynes
1936,Heavyweights,8,Sonny Boy Walker
1936,Heavyweights,9,Al Ettore
1936,Heavyweights,10,Arturo Godoy
1936,Light Heavyweights,1,Al Gainer
1936,Light Heavyweights,2,Leo (Deacon) Kelly
1936,Light Heavyweights,3,Jock McAvoy
1936,Light Heavyweights,4,Gus Lesnevich
1936,Light Heavyweights,5,Ray Actis
1936,Light Heavyweights,6,Lou Brouillard
1936,Light Heavyweights,7,Fred Lenhart
1936,Light Heavyweights,8,Marty Simmons
1936,Light Heavyweights,9,Allen Matthews
1936,Light Heavyweights,10,Johnny (Bandit) Romero
1936,Middleweights,1,Freddie Steele
1936,Middleweights,2,Fred Apostoli
1936,Middleweights,3,Teddy Yarosz
1936,Middleweights,4,Solly Krieger
1936,Middleweights,5,Ken Overlin
1936,Middleweights,6,Eddie (Babe) Risko
1936,Middleweights,7,Oscar Rankin
1936,Middleweights,8,Harry Balsamo
1936,Middleweights,9,Frank Battaglia
1936,Middleweights,10,Erich Seelig
1936,Welterweights,1,Jack Carroll
1936,Welterweights,2,Jimmy McLarnin
1936,Welterweights,3,Ceferino Garcia
1936,Welterweights,4,Fritzie Zivic
1936,Welterweights,5,Izzy Jannazzo
1936,Welterweights,6,Cleto Locatelli
1936,Welterweights,7,Cocoa Kid
1936,Welterweights,8,Jack Portney
1936,Welterweights,9,Glen Lee
1936,Welterweights,10,Milt Aron
1936,Lightweights,1,Eddie Cool
1936,Lightweights,2,Tony Canzoneri
1936,Lightweights,3,Pedro Montanez
1936,Lightweights,4,Enrico Venturi
1936,Lightweights,5,Laurie Stevens
1936,Lightweights,6,Wesley Ramey
1936,Lightweights,7,Aldo Spoldi
1936,Lightweights,8,Davey Day
1936,Lightweights,9,Red Guggino
1936,Lightweights,10,Jimmy Walsh
1936,Featherweights,1,Henry Armstrong
1936,Featherweights,2,Mike Belloise
1936,Featherweights,3,Freddie Miller
1936,Featherweights,4,Dick Corbett
1936,Featherweights,5,Johnny McGrory
1936,Featherweights,6,Tony Chavez
1936,Featherweights,7,Young Rightmire
1936,Featherweights,8,Nel Tarleton
1936,Featherweights,9,Sonny Valdez
1936,Featherweights,10,Pete DeGrasse
1936,Bantamweights,1,Harry Jeffra
1936,Bantamweights,2,Frankie Martin
1936,Bantamweights,3,Lou Salica
1936,Bantamweights,4,Baltazar Sangchili
1936,Bantamweights,5,Tony Marino
1936,Bantamweights,6,K.O. Morgan
1936,Bantamweights,7,Johnny Cusick
1936,Bantamweights,8,Star Frisco
1936,Bantamweights,9,Joe Mendiola
1936,Bantamweights,10,Henry Hook
1936,Flyweights,1,Benny Lynch
1936,Flyweights,2,Small Montana
1936,Flyweights,3,Peter Kane
1936,Flyweights,4,Valentin Angelmann
1936,Flyweights,5,Ernst Weiss
1936,Flyweights,6,Jimmy Warnock
1936,Flyweights,7,Tiny Bostock
1936,Flyweights,8,Pat Palmer
1936,Flyweights,9,Phil Milligan
1936,Flyweights,10,Tut Whalley
1937,Heavyweights,1,Max Schmeling
1937,Heavyweights,2,Tommy Farr
1937,Heavyweights,3,Nathan Mann
1937,Heavyweights,4,Alberto Santiago Lovell
1937,Heavyweights,5,Tony Galento
1937,Heavyweights,6,Jimmy Adamick
1937,Heavyweights,7,Lou Nova
1937,Heavyweights,8,Bob Pastor
1937,Heavyweights,9,Roscoe Toles
1937,Heavyweights,10,Andre Lenglet
1937,Light Heavyweights,1,Al Gainer
1937,Light Heavyweights,2,Tiger Jack Fox
1937,Light Heavyweights,3,Jock McAvoy
1937,Light Heavyweights,4,Eddie Wenstob
1937,Light Heavyweights,5,Ray Actis
1937,Light Heavyweights,6,Ralph DeJohn
1937,Light Heavyweights,7,Billy Conn
1937,Light Heavyweights,8,Gus Lesnevich
1937,Light Heavyweights,9,Melio Bettina
1937,Light Heavyweights,10,Fred Lenhart
1937,Middleweights,1,Fred Apostoli
1937,Middleweights,2,Al Hostak
1937,Middleweights,3,Carmelo Candel
1937,Middleweights,4,George Black
1937,Middleweights,5,Young Corbett III
1937,Middleweights,6,Ben Brown
1937,Middleweights,7,Glen Lee
1937,Middleweights,8,Teddy Yarosz
1937,Middleweights,9,Lou Brouillard
1937,Middleweights,10,Ken Overlin
1937,Welterweights,1,Ceferino Garcia
1937,Welterweights,2,Jack Carroll
1937,Welterweights,3,Gustav Eder
1937,Welterweights,4,Saverio Turiello
1937,Welterweights,5,Izzy Jannazzo
1937,Welterweights,6,Holman Williams
1937,Welterweights,7,Cocoa Kid
1937,Welterweights,8,Jimmy Leto
1937,Welterweights,9,Fritzie Zivic
1937,Welterweights,10,Ralph Zannelli
1937,Lightweights,1,Pedro Montanez
1937,Lightweights,2,Davey Day
1937,Lightweights,3,Wesley Ramey
1937,Lightweights,4,Billy Beauhuld
1937,Lightweights,5,Eddie Cool
1937,Lightweights,6,Johnny Bellus
1937,Lightweights,7,Paul Junior
1937,Lightweights,8,Petey Sarron
1937,Lightweights,9,Frankie Wallace
1937,Lightweights,10,Eddie McGeever
1937,Featherweights,1,Freddie Miller
1937,Featherweights,2,Leo Rodak
1937,Featherweights,3,Young Rightmire
1937,Featherweights,4,Jackie Wilson
1937,Featherweights,5,Tony Chavez
1937,Featherweights,6,Ginger Foran
1937,Featherweights,7,Benny Sharkey
1937,Featherweights,8,Kid Chocolate
1937,Featherweights,9,Joey Archibald
1937,Featherweights,10,Johnny Cusick
1937,Bantamweights,1,K.O. Morgan
1937,Bantamweights,2,Sixto Escobar
1937,Bantamweights,3,Lou Salica
1937,Bantamweights,4,Carlos (Indian) Quintana
1937,Bantamweights,5,Georgie Pace
1937,Bantamweights,6,Spider Armstrong
1937,Bantamweights,7,Baby Yack
1937,Bantamweights,8,Johnny King
1937,Bantamweights,9,Tiburcio De La Rosa
1937,Bantamweights,10,Aurel Toma
1937,Flyweights,1,Peter Kane
1937,Flyweights,2,Pierre Louis
1937,Flyweights,3,Tiny Bostock
1937,Flyweights,4,Small Montana
1937,Flyweights,5,Jackie Jurich
1937,Flyweights,6,Jimmy Warnock
1937,Flyweights,7,Valentin Angelmann
1937,Flyweights,8,Joe Curran
1937,Flyweights,9,Tut Whalley
1937,Flyweights,10,Frankie (Kid) Bonser
1938,Heavyweights,1,Lou Nova
1938,Heavyweights,2,Max Baer
1938,Heavyweights,3,Bob Pastor
1938,Heavyweights,4,Tony Galento
1938,Heavyweights,5,Maxie Rosenbloom
1938,Heavyweights,6,Len Harvey
1938,Heavyweights,7,Clarence (Red) Burman
1938,Heavyweights,8,Roscoe Toles
1938,Heavyweights,9,Gus Dorazio
1938,Heavyweights,10,Tommy Farr
1938,Light Heavyweights,1,Tiger Jack Fox
1938,Light Heavyweights,2,Melio Bettina
1938,Light Heavyweights,3,Ron Richards
1938,Light Heavyweights,4,Gus Lesnevich
1938,Light Heavyweights,5,Len Harvey
1938,Light Heavyweights,6,Adolf Heuser
1938,Light Heavyweights,7,Jock McAvoy
1938,Light Heavyweights,8,Al Gainer
1938,Light Heavyweights,9,Billy Conn
1938,Light Heavyweights,10,Ambrose Palmer
1938,Middleweights,1,Fred Apostoli
1938,Middleweights,2,Solly Krieger
1938,Middleweights,3,Ron Richards
1938,Middleweights,4,Ken Overlin
1938,Middleweights,5,Teddy Yarosz
1938,Middleweights,6,Walter Woods
1938,Middleweights,7,Ben Brown
1938,Middleweights,8,Al Hostak
1938,Middleweights,9,Jock McAvoy
1938,Middleweights,10,Arthur (Ginger) Sadd
1938,Welterweights,1,Ceferino Garcia
1938,Welterweights,2,Fritzie Zivic
1938,Welterweights,3,Charley Burley
1938,Welterweights,4,Ernie Roderick
1938,Welterweights,5,Steve Mamakos
1938,Welterweights,6,Saverio Turiello
1938,Welterweights,7,Sammy Luftspring
1938,Welterweights,8,Jake Kilrain
1938,Welterweights,9,Kid Frattini
1938,Welterweights,10,Jimmy Leto
1938,Lightweights,1,Lou Ambers
1938,Lightweights,2,Pedro Montanez
1938,Lightweights,3,Davey Day
1938,Lightweights,4,Baby Arizmendi
1938,Lightweights,5,Sammy Angott
1938,Lightweights,6,Billy Beauhuld
1938,Lightweights,7,Aldo Spoldi
1938,Lightweights,8,Petey Sarron
1938,Lightweights,9,Maxie Berger
1938,Lightweights,10,Tommy Cross
1938,Featherweights,1,Leo Rodak
1938,Featherweights,2,Petey Scalzo
1938,Featherweights,3,Dave Castilloux
1938,Featherweights,4,Joey Archibald
1938,Featherweights,5,Mike Belloise
1938,Featherweights,6,Chalky Wright
1938,Featherweights,7,Johnny Hutchinson
1938,Featherweights,8,Al Reid
1938,Featherweights,9,Freddie Miller
1938,Featherweights,10,Claude Varner
1938,Bantamweights,1,K.O. Morgan
1938,Bantamweights,2,Lou Salica
1938,Bantamweights,3,Georgie Pace
1938,Bantamweights,4,Ritchie Kid Tanner
1938,Bantamweights,5,Aurel Toma
1938,Bantamweights,6,Henry Hook
1938,Bantamweights,7,Pancho Villa
1938,Bantamweights,8,Johnny Gaudes
1938,Bantamweights,9,Teddy O'Neill
1938,Bantamweights,10,Spider Kelly
1938,Flyweights,1,Little Dado
1938,Flyweights,2,Small Montana
1938,Flyweights,3,Ritchie Kid Tanner
1938,Flyweights,4,Tut Whalley
1938,Flyweights,5,Jackie Jurich
1938,Flyweights,6,Dennis Cahill
1938,Flyweights,7,Enrico Urbinati
1938,Flyweights,8,Tiny Bostock
1938,Flyweights,9,Paddy Ryan
1938,Flyweights,10,Tommy Farricker
1939,Heavyweights,1,Tony Galento
1939,Heavyweights,2,Bob Pastor
1939,Heavyweights,3,Lou Nova
1939,Heavyweights,4,Tommy Farr
1939,Heavyweights,5,Max Schmeling
1939,Heavyweights,6,Johnny Paychek
1939,Heavyweights,7,Red Burman
1939,Heavyweights,8,Gunnar Barlund
1939,Heavyweights,9,Roscoe Toles
1939,Heavyweights,10,Lee Savold
1939,Light Heavyweights,1,Gus Lesnevich
1939,Light Heavyweights,2,Melio Bettina
1939,Light Heavyweights,3,Len Harvey
1939,Light Heavyweights,4,Jock McAvoy
1939,Light Heavyweights,5,Dave Clark
1939,Light Heavyweights,6,Tiger Jack Fox
1939,Light Heavyweights,7,Teddy Yarosz
1939,Light Heavyweights,8,Al Gainer
1939,Light Heavyweights,9,Larry Lane
1939,Light Heavyweights,10,Lee Oma
1939,Middleweights,1,Ceferino Garcia
1939,Middleweights,2,Al Hostak
1939,Middleweights,3,Ken Overlin
1939,Middleweights,4,Ron Richards
1939,Middleweights,5,Ben Brown
1939,Middleweights,6,Lloyd Marshall
1939,Middleweights,7,Ossie Stewart
1939,Middleweights,8,Vic Dellicurti
1939,Middleweights,9,Nate Bolden
1939,Middleweights,10,Tony Zale
1939,Welterweights,1,Fritzie Zivic
1939,Welterweights,2,Holman Williams
1939,Welterweights,3,Milt Aron
1939,Welterweights,4,Ernie Roderick
1939,Welterweights,5,Charley Burley
1939,Welterweights,6,Mike Kaplan
1939,Welterweights,7,Cocoa Kid
1939,Welterweights,8,Maxie Berger
1939,Welterweights,9,Jimmy Leto
1939,Welterweights,10,Steve Mamakos
1939,Lightweights,1,Davey Day
1939,Lightweights,2,Sammy Angott
1939,Lightweights,3,Eric Boon
1939,Lightweights,4,Wesley Ramey
1939,Lightweights,5,Jackie Wilson
1939,Lightweights,6,Bob Montgomery
1939,Lightweights,7,Pete Lello
1939,Lightweights,8,Georgie Crouch
1939,Lightweights,9,Leo Rodak
1939,Lightweights,10,Billy Maher
1939,Featherweights,1,Al Mancini
1939,Featherweights,2,Simon Chavez
1939,Featherweights,3,Petey Scalzo
1939,Featherweights,4,Jackie Wilson
1939,Featherweights,5,Harry Jeffra
1939,Featherweights,6,Chalky Wright
1939,Featherweights,7,Jimmy Perrin
1939,Featherweights,8,Frankie Covelli
1939,Featherweights,9,Richie Lemos
1939,Featherweights,10,Bobby Green
1939,Bantamweights,1,K.O. Morgan
1939,Bantamweights,2,Georgie Pace
1939,Bantamweights,3,Lou Salica
1939,Bantamweights,4,Peter Kane
1939,Bantamweights,5,Tony Olivera
1939,Bantamweights,6,Little Pancho
1939,Bantamweights,7,David Kui Kong Young
1939,Bantamweights,8,Jim Brady
1939,Bantamweights,9,Benny Goldberg
1939,Bantamweights,10,Tommy Kiene
1939,Flyweights,1,Little Dado
1939,Flyweights,2,Enrico Urbinati
1939,Flyweights,3,Jackie Paterson
1939,Flyweights,4,Joe Curran
1939,Flyweights,5,Tiny Bostock
1939,Flyweights,6,Small Montana
1939,Flyweights,7,Jackie Jurich
1939,Flyweights,8,Raoul DeGryse
1939,Flyweights,9,Paddy Ryan
1939,Flyweights,10,Rinty Monaghan
1940,Heavyweights,1,Max Baer
1940,Heavyweights,2,Arturo Godoy
1940,Heavyweights,3,Red Burman
1940,Heavyweights,4,Abe Simon
1940,Heavyweights,5,Buddy Walker
1940,Heavyweights,6,Buddy Baer
1940,Heavyweights,7,Pat Comiskey
1940,Heavyweights,8,Lee Savold
1940,Heavyweights,9,Otis Thomas
1940,Heavyweights,10,Lem Franklin
1940,Light Heavyweights,1,Jimmy Webb
1940,Light Heavyweights,2,Anton Christoforidis
1940,Light Heavyweights,3,Melio Bettina
1940,Light Heavyweights,4,Gus Lesnevich
1940,Light Heavyweights,5,Teddy Yarosz
1940,Light Heavyweights,6,Turkey Thompson
1940,Light Heavyweights,7,Tommy Tucker
1940,Light Heavyweights,8,Jimmy Reeves
1940,Light Heavyweights,9,Solly Krieger
1940,Light Heavyweights,10,Lloyd Marshall
1940,Middleweights,1,Ken Overlin
1940,Middleweights,2,Tony Zale
1940,Middleweights,3,Billy Soose
1940,Middleweights,4,Archie Moore
1940,Middleweights,5,Steve Belloise
1940,Middleweights,6,Jimmy Bivins
1940,Middleweights,7,Al Hostak
1940,Middleweights,8,Georgie Abrams
1940,Middleweights,9,Tami Mauriello
1940,Middleweights,10,Ernie Vigh
1940,Welterweights,1,Henry Armstrong
1940,Welterweights,2,Izzy Jannazzo
1940,Welterweights,3,Charley Burley
1940,Welterweights,4,Jimmy Leto
1940,Welterweights,5,Mike Kaplan
1940,Welterweights,6,Maxie Berger
1940,Welterweights,7,Holman Williams
1940,Welterweights,8,Cocoa Kid
1940,Welterweights,9,Tony Marteliano
1940,Welterweights,10,Quentin (Baby) Breese
1940,Lightweights,1,Sammy Angott
1940,Lightweights,2,Jackie Wilson
1940,Lightweights,3,Pete Lello
1940,Lightweights,4,Tommy Spiegal
1940,Lightweights,5,Dave Castilloux
1940,Lightweights,6,Bob Montgomery
1940,Lightweights,7,Toby Vigil
1940,Lightweights,8,Baby Arizmendi
1940,Lightweights,9,Aldo Spoldi
1940,Lightweights,10,Yucatan Kid
1940,Featherweights,1,Bill Speary
1940,Featherweights,2,Chalky Wright
1940,Featherweights,3,Petey Scalzo
1940,Featherweights,4,Joe Marinelli
1940,Featherweights,5,Jimmy Perrin
1940,Featherweights,6,Larry Bolvin
1940,Featherweights,7,Bobby Ivy
1940,Featherweights,8,Young Rightmire
1940,Featherweights,9,Vince Dell'Orto
1940,Featherweights,10,Al Mancini
1940,Bantamweights,1,Tommy Forte
1940,Bantamweights,2,Tony Olivera
1940,Bantamweights,3,Lou Salica
1940,Bantamweights,4,Rush Dalma
1940,Bantamweights,5,David Kui Kong Young
1940,Bantamweights,6,Jim Brady
1940,Bantamweights,7,Ritchie Kid Tanner
1940,Bantamweights,8,Chick Delaney
1940,Bantamweights,9,Freddy Pope
1940,Bantamweights,10,Johnny Juliano
1940,Flyweights,1,Jackie Paterson
1940,Flyweights,2,Little Pancho
1940,Flyweights,3,Little Dado
1940,Flyweights,4,Manuel Ortiz
1940,Flyweights,5,Jackie Jurich
1940,Flyweights,6,Paddy Ryan
1940,Flyweights,7,Tiny Bostock
1940,Flyweights,8,Joe Curran
1940,Flyweights,9,Jimmy Chick Stewart
1940,Flyweights,10,Small Montana
1941,Heavyweights,1,Billy Conn
1941,Heavyweights,2,Lem Franklin
1941,Heavyweights,3,Bob Pastor
1941,Heavyweights,4,Melio Bettina
1941,Heavyweights,5,Abe Simon
1941,Heavyweights,6,Turkey Thompson
1941,Heavyweights,7,Buddy Baer
1941,Heavyweights,8,Lou Nova
1941,Heavyweights,9,Arturo Godoy
1941,Heavyweights,10,Roscoe Toles
1941,Light Heavyweights,1,Booker Beckwith
1941,Light Heavyweights,2,Ken Overlin
1941,Light Heavyweights,3,Jimmy Bivins
1941,Light Heavyweights,4,Mose Brown
1941,Light Heavyweights,5,Billy Soose
1941,Light Heavyweights,6,Anton Christoforidis
1941,Light Heavyweights,7,Tommy Tucker
1941,Light Heavyweights,8,Joey Maxim
1941,Light Heavyweights,9,Erv Sarlin
1941,Light Heavyweights,10,Lloyd Marshall
1941,Middleweights,1,Georgie Abrams
1941,Middleweights,2,Ezzard Charles
1941,Middleweights,3,Ernie Vigh
1941,Middleweights,4,Coley Welch
1941,Middleweights,5,Ceferino Garcia
1941,Middleweights,6,Steve Belloise
1941,Middleweights,7,Antonio Fernandez
1941,Middleweights,8,Fred Apostoli
1941,Middleweights,9,Ron Richards
1941,Middleweights,10,Ossie Stewart
1941,Welterweights,1,Sugar Ray Robinson
1941,Welterweights,2,California Jackie Wilson
1941,Welterweights,3,Fritzie Zivic
1941,Welterweights,4,Young Kid McCoy
1941,Welterweights,5,Charley Burley
1941,Welterweights,6,Holman Williams
1941,Welterweights,7,Cocoa Kid
1941,Welterweights,8,Izzy Jannazzo
1941,Welterweights,9,Ron Richards
1941,Welterweights,10,Norman Rubio
1941,Lightweights,1,Bob Montgomery
1941,Lightweights,2,Lenny Mancini
1941,Lightweights,3,Dave Castilloux
1941,Lightweights,4,Ray Lunny
1941,Lightweights,5,Juan Zurita
1941,Lightweights,6,George Latka
1941,Lightweights,7,Chester Rico
1941,Lightweights,8,Bobby Ruffin
1941,Lightweights,9,Harry Hurst
1941,Lightweights,10,Lew Jenkins
1941,Featherweights,1,Jackie Wilson
1941,Featherweights,2,Richie Lemos
1941,Featherweights,3,Pedro Hernandez
1941,Featherweights,4,Harry Jeffra
1941,Featherweights,5,Sal Bartolo
1941,Featherweights,6,Bobby Ivy
1941,Featherweights,7,Mike Raffa
1941,Featherweights,8,Jimmy Hatcher
1941,Featherweights,9,Lulu Costantino
1941,Featherweights,10,Bill Speary
1941,Bantamweights,1,David Kui Kong Young
1941,Bantamweights,2,Manuel Ortiz
1941,Bantamweights,3,Rush Dalma
1941,Bantamweights,4,Jim Brady
1941,Bantamweights,5,Horace Mann
1941,Bantamweights,6,Tony Olivera
1941,Bantamweights,7,Tommy Forte
1941,Bantamweights,8,Kenny Lindsay
1941,Bantamweights,9,Peter Kane
1941,Bantamweights,10,Jimmy Stubbs
1941,Flyweights,1,Jackie Paterson
1941,Flyweights,2,Little Dado
1941,Flyweights,3,Joe Curran
1941,Flyweights,4,Luis Castillo
1941,Flyweights,5,Paddy Ryan
1941,Flyweights,6,Johnny Shaughnessy
1941,Flyweights,7,Tiny Bostock
1941,Flyweights,8,Small Montana
1941,Flyweights,9,Lupe Cardoza
1941,Flyweights,10,Humberto Espinosa
1942,Heavyweights,1,Jimmy Bivins
1942,Heavyweights,2,Tami Mauriello
1942,Heavyweights,3,Turkey Thompson
1942,Heavyweights,4,Roscoe Toles
1942,Heavyweights,5,Harry Bobo
1942,Heavyweights,6,Big Boy Brown
1942,Heavyweights,7,Lee Savold
1942,Heavyweights,8,Lou Brooks
1942,Heavyweights,9,Tony Musto
1942,Heavyweights,10,Joey Maxim
1942,Light Heavyweights,1,Jimmy Bivins
1942,Light Heavyweights,2,Anton Christoforidis
1942,Light Heavyweights,3,Ezzard Charles
1942,Light Heavyweights,4,Freddie Mills
1942,Light Heavyweights,5,Lloyd Marshall
1942,Light Heavyweights,6,Jack Coggins
1942,Light Heavyweights,7,Nate Bolden
1942,Light Heavyweights,8,Alabama Kid
1942,Light Heavyweights,9,Johnny (Bandit) Romero
1942,Light Heavyweights,10,Herbie Katz
1942,Middleweights,1,Archie Moore
1942,Middleweights,2,Charley Burley
1942,Middleweights,3,Holman Williams
1942,Middleweights,4,Kid Tunero
1942,Middleweights,5,Jose Basora
1942,Middleweights,6,Jake LaMotta
1942,Middleweights,7,Jack Chase
1942,Middleweights,8,Eddie Booker
1942,Middleweights,9,Harry (Kid) Matthews
1942,Middleweights,10,Antonio Fernandez
1942,Welterweights,1,Sugar Ray Robinson
1942,Welterweights,2,Henry Armstrong
1942,Welterweights,3,California Jackie Wilson
1942,Welterweights,4,Cocoa Kid
1942,Welterweights,5,Earl Turner
1942,Welterweights,6,Joe Legon
1942,Welterweights,7,Jimmy Edgar
1942,Welterweights,8,Fritzie Zivic
1942,Welterweights,9,Tony Motisi
1942,Welterweights,10,Sheik Rangel
1942,Lightweights,1,Beau Jack
1942,Lightweights,2,Bob Montgomery
1942,Lightweights,3,Allie Stolz
1942,Lightweights,4,Luther (Slugger) White
1942,Lightweights,5,Willie Joyce
1942,Lightweights,6,John Thomas
1942,Lightweights,7,Juan Zurita
1942,Lightweights,8,Maxie Shapiro
1942,Lightweights,9,Joey Peralta
1942,Lightweights,10,Chester Rico
1942,Featherweights,1,Chalky Wright
1942,Featherweights,2,Lulu Costantino
1942,Featherweights,3,Sal Bartola
1942,Featherweights,4,Mike Raffa
1942,Featherweights,5,Benny Goldberg
1942,Featherweights,6,Carlos Chavez
1942,Featherweights,7,Jackie Callura
1942,Featherweights,8,Mike Belloise
1942,Featherweights,9,Nel Tarleton
1942,Featherweights,10,Maurice (Lefty) LaChance
1942,Bantamweights,1,Lou Salica
1942,Bantamweights,2,David Kui Kong Young
1942,Bantamweights,3,Jim Brady
1942,Bantamweights,4,Ham Wiloby
1942,Bantamweights,5,Rush Dalma
1942,Bantamweights,6,Mario (Chico) Morales
1942,Bantamweights,7,Kid Zefine
1942,Bantamweights,8,Leonardo Lopez
1942,Bantamweights,9,Tony Olivera
1942,Bantamweights,10,Stan Mott
1942,Flyweights,1,Peter Kane
1942,Flyweights,2,Jackie Paterson
1942,Flyweights,3,Little Dado
